M,N,K,AlgorithmID,AverageTimeMs,ThroughputTOPS
64,3840,2560,18,2.46399,0.510672
64,3840,2560,19,2.49603,0.504118
64,3840,2560,20,2.46844,0.509753
64,3840,2560,21,0.928941,1.35454
64,3840,2560,22,2.20988,0.569395
64,3840,2560,23,2.44073,0.515538
64,3840,2560,24,2.46371,0.51073
64,3840,2560,25,2.47918,0.507544
64,3840,2560,26,2.45805,0.511906
64,3840,2560,27,2.45461,0.512623

64,13824,2560,0,2.44718,1.85105
64,13824,2560,1,2.41055,1.87917
64,13824,2560,2,2.36542,1.91503
64,13824,2560,3,2.36564,1.91485
64,13824,2560,4,2.37656,1.90605
64,13824,2560,5,2.36809,1.91287
64,13824,2560,6,2.38247,1.90132
64,13824,2560,7,2.39123,1.89436
64,13824,2560,8,2.38465,1.89959
64,13824,2560,9,2.37489,1.90739
64,13824,2560,10,0.317158,14.2826
64,13824,2560,11,2.34574,1.9311
64,13824,2560,12,2.36916,1.912
64,13824,2560,13,2.41398,1.87651
64,13824,2560,14,2.38188,1.90179
64,13824,2560,15,2.37682,1.90584
64,13824,2560,16,2.38261,1.90121
64,13824,2560,17,2.38232,1.90144
64,13824,2560,18,2.3924,1.89343
64,13824,2560,19,2.36512,1.91527
64,13824,2560,20,2.38,1.9033
64,13824,2560,21,2.39043,1.895
64,13824,2560,22,2.39494,1.89143
64,13824,2560,23,2.3733,1.90867
64,13824,2560,24,0.573309,7.90124
64,13824,2560,25,2.38064,1.90279
64,13824,2560,26,2.38332,1.90065
64,13824,2560,27,2.38488,1.89941

64,2560,6912,0,2.56156,0.884197
64,2560,6912,1,2.52102,0.898415
64,2560,6912,2,2.50575,0.903891
64,2560,6912,3,2.49085,0.909296
64,2560,6912,4,1.78728,1.26725
64,2560,6912,5,2.00844,1.12771
64,2560,6912,6,2.47567,0.914873
64,2560,6912,7,2.49314,0.908462
64,2560,6912,8,2.47898,0.913652
64,2560,6912,9,2.47802,0.914006
64,2560,6912,10,2.47756,0.914175
64,2560,6912,11,2.4755,0.914935
64,2560,6912,12,2.47914,0.913594
64,2560,6912,13,2.49767,0.906815
64,2560,6912,14,2.48053,0.913081
64,2560,6912,15,2.50653,0.903609
64,2560,6912,16,2.49285,0.90857
64,2560,6912,17,2.5137,0.901032
64,2560,6912,18,1.06534,2.12601
64,2560,6912,19,2.02505,1.11846
64,2560,6912,20,2.46875,0.917438
64,2560,6912,21,2.51409,0.900894
64,2560,6912,22,2.5019,0.905282
64,2560,6912,23,2.47115,0.916548
64,2560,6912,24,2.46641,0.918309
64,2560,6912,25,2.49092,0.909274
64,2560,6912,26,2.47255,0.916026
64,2560,6912,27,2.46129,0.920217

96,2560,2560,0,2.54422,0.494569
96,2560,2560,1,2.49565,0.504193
96,2560,2560,2,1.25522,1.00245
96,2560,2560,3,1.32887,0.946888
96,2560,2560,4,2.4796,0.507457
96,2560,2560,5,2.48641,0.506068
96,2560,2560,6,2.48056,0.507262
96,2560,2560,7,2.47528,0.508343
96,2560,2560,8,2.45315,0.51293
96,2560,2560,9,2.44697,0.514225
96,2560,2560,10,2.45285,0.512993
96,2560,2560,11,2.45572,0.512392
96,2560,2560,12,2.44429,0.514788
96,2560,2560,13,2.46982,0.509467
96,2560,2560,14,2.46211,0.511062
96,2560,2560,15,2.47185,0.509048
96,2560,2560,16,1.90072,0.662008
96,2560,2560,17,0.603488,2.08503
96,2560,2560,18,2.43644,0.516448
96,2560,2560,19,2.47076,0.509272
96,2560,2560,20,2.45942,0.511621
96,2560,2560,21,2.47098,0.509228
96,2560,2560,22,2.47975,0.507427
96,2560,2560,23,2.44396,0.514859
96,2560,2560,24,2.45374,0.512805
96,2560,2560,25,2.46708,0.510033
96,2560
