M,N,K,AlgorithmID,AverageTimeMs,ThroughputTOPS
512,13824,2560,21,0.215969,167.796
512,13824,2560,22,0.177878,203.728

512,2560,6912,0,0.0452662,400.285
512,2560,6912,1,0.0450752,401.981
512,2560,6912,2,0.0554266,326.908
512,2560,6912,3,0.0668679,270.973
512,2560,6912,4,0.0670944,270.058
512,2560,6912,5,0.0508848,356.087
512,2560,6912,6,0.0608538,297.753
512,2560,6912,7,0.0664909,272.509
512,2560,6912,8,0.0435776,415.796
512,2560,6912,9,0.053816,336.692
512,2560,6912,10,0.0626032,289.432
512,2560,6912,11,0.0592051,306.044
512,2560,6912,12,0.0435798,415.775
512,2560,6912,13,0.0561632,322.62
512,2560,6912,14,0.0652733,277.593
512,2560,6912,15,0.0699779,258.93
512,2560,6912,16,0.0664503,272.676
512,2560,6912,17,0.0795379,227.808
512,2560,6912,18,0.069033,262.475
512,2560,6912,19,0.0880512,205.782
512,2560,6912,20,0.091561,197.894
512,2560,6912,21,0.0977104,185.44
512,2560,6912,22,0.0831267,217.973

576,2560,2560,0,0.0304637,247.828
576,2560,2560,1,0.0308787,244.497
576,2560,2560,2,0.0348064,216.907
576,2560,2560,3,0.0385818,195.682
576,2560,2560,4,0.039545,190.916
576,2560,2560,5,0.0291219,259.246
576,2560,2560,6,0.0337686,223.573
576,2560,2560,7,0.0369699,204.213
576,2560,2560,8,0.0272157,277.404
576,2560,2560,9,0.0410128,184.083
576,2560,2560,10,0.0348534,216.614
576,2560,2560,11,0.0392221,192.487
576,2560,2560,12,0.026919,280.461
576,2560,2560,13,0.0334355,225.8
576,2560,2560,14,0.034167,220.966
576,2560,2560,15,0.0375299,201.166
576,2560,2560,16,0.0435043,173.54
576,2560,2560,17,0.0485959,155.358
576,2560,2560,18,0.043632,173.032
576,2560,2560,19,0.0559808,134.863
576,2560,2560,20,0.0533482,141.518
576,2560,2560,21,0.0597107,126.439
576,2560,2560,22,0.0533638,141.477

576,3840,2560,0,0.0473747,239.044
576,3840,2560,1,0.040751,277.898
576,3840,2560,2,0.0487517,232.292
576,3840,2560,3,0.0405584,279.218
576,3840,2560,4,0.0415075,272.833
576,3840,2560,5,0.0451773,250.671
576,3840,2560,6,0.0344755,328.483
576,3840,2560,7,0.0423485,267.415
576,3840,2560,8,0.0422739,267.887
576,3840,2560,9,0.0465357,243.354
576,3840,2560,10,0.0477542,237.144
576,3840,2560,11,0.0492666,229.864
576,3840,2560,12,0.0421594,268.615
576,3840,2560,13,0.0437008,259.14
576,3840,2560,14,0.0440589,257.034
576,3840,2560,15,0.0492352,230.011
576,3840,2560,16,0.0544355,208.037
576,3840,2560,17,0.0608778,186.022
576,3840,2560,18,0.0532586,212.635
576,3840,2560,19,0.0746659,151.671
576,3840,2560,20,0.0673706,168.094
576,3840,2560,21,0.0798195,141.878
576,3840,2560,22,0.0718291,157.661

